,Event,Date,White,Black,Result,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination,Gameplay,Points,WDL,Against,ELO,Opponent,EloDif,Opening,Country
24,Rated Bullet,2021-02-13 22:00:00,merlando_contreras1,santificex,1/2-1/2,1706,1700,0,0,Standard,60+0,D20,Time forfeit, c4 dxc4 3. e4 Nf6 4. Bxc4 e6 5. Nc3 Bb4 6. Bd2 Bxc3 7. Bxc3 O-O 8. Nf3 Nc6 9. O-O a6 10. Qc2 b5 11. Bd3 b4 12. Bd2 a5 13. e5 Nd5 14. Bxh7+ Kh8 15. Ng5 g6 16. Bxg6 fxg6 17. Qxg6 Qd7 18. Nxe6 Qh7 19. Nxf8 Qxg6 20. Nxg6+ Kg7 21. Nf4 Nxf4 22. Bxf4 Bf5 23. Rfc1 Nxd4 24. Rxc7+ Kg6 25. Re1 Nc2 26. Rc1 Nd4 27. R7c6+ Nxc6 28. Rxc6+ Kh5 29. h3 Rg8 30. g4+ Bxg4 31. hxg4+ Rxg4+ 32. Kh2 Rxf4 33. Rc8 Rxf2+ 34. Kg1 Rxb2 35. Rh8+ Kg6 36. Rg8+ Kf7 37. Rg2 Ke6 38. Rxb2 a4 39. a3 bxa3 40. Ra2 Kxe5 41. Rxa3 Kd5 42. Rxa4 Kc5 43. Kf2 Kb5 44. Rg4 Kc5 45. Ke3 Kd5 46. Kf3 Ke5 47. Ra4 Kf5 48. Ra5+ Ke6 49. Kf4 Kf6 50. Ra6+ Ke7 51. Kf5 Kd7 52. Rh6 Kc7 53. Ke5 Kd7 54. Rg6 Kc7 55. Kd5 Kb7 56. Rg7+ Kb6 57. Kc4 Kc6 58. Rg6+ Kd7 59. Kd5 Ke7 60. Rh6 Kf7 61. Rb6 Kg7 62. Ke5 Kf7 63. Kd4 Kg7 64. Ke5 Kf7 65. Ra6 Kg7 66. Kf5 Kf7 67. Ra7+ Ke8 68. Ke5 Kd8 69. Kd6 Ke8 70. Rb7 Kf8 71. Ke6 Kg8 1/2-1/2,0.5,D,Better Player,1700,merlando_contreras1,0,Queen's Gambit Accepted,INT
25,Rated Bullet,2021-02-12 23:44:00,santificex,kwoprokwid,1-0,1695,1674,5,-6,Standard,60+0,A50,Time forfeit,. c4 Nf6 3. e3 e5 4. Nf3 e4 5. Nfd2 Bb4 6. Nc3 Bxc3 7. bxc3 d6 8. Be2 Be6 9. f3 d5 10. O-O dxc4 11. Bxc4 Bxc4 12. Rf2 Ba6 13. a4 b6 14. c4 Bc8 15. d5 Ne5 16. f4 Nxc4 17. Nxc4 O-O 18. Ba3 Qxd5 19. Bxf8 Kxf8 20. Qxd5 Nxd5 21. Ne5 Nxe3 22. h3 Bf5 23. g4 Be6 24. f5 Bd5 25. Re2 Nc4 26. Nxc4 Bxc4 27. Rc1 Bd5 28. Rec2 c6 29. Kf2 a6 30. Ke3 b5 31. axb5 axb5 32. h4 Ra3+ 33. Kf4 Rf3+ 34. Ke5 f6+ 35. Kd6 Rd3 36. Ra2 Bc4+ 37. Kxc6 Ke7 38. Ra7+ Ke8 39. Ra8+ Rd8 40. Rca1 Rxa8 41. Rxa8+ Ke7 42. Ra7+ Kd8 43. Rxg7 Bd3 44. Rxh7 b4 45. Rb7 b3 46. Rxb3 1-0,1.0,W,Worst Player,1695,kwoprokwid,5,Indian: 2.c4,INT
26,Rated Bullet,2021-02-12 23:42:00,sanso1999,santificex,0-1,1642,1690,-5,5,Standard,60+0,B01,Time forfeit, exd5 Qxd5 3. Nc3 Qd8 4. d3 Nf6 5. Bg5 Nc6 6. Bxf6 exf6 7. Nf3 Bb4 8. Be2 Bxc3+ 9. bxc3 O-O 10. Rb1 Re8 11. Qd2 b6 12. O-O Bb7 13. Nd4 Nxd4 14. cxd4 Qd5 15. Bf3 Qd8 16. Bxb7 Rb8 17. Bf3 g5 18. Be4 Kg7 19. Qe3 f5 20. Qh3 fxe4 21. dxe4 Rxe4 22. Qf5 Qe8 23. g3 Qe6 24. Qxg5+ Qg6 25. Qxg6+ fxg6 26. f3 Re3 27. Rf2 Rbe8 28. Rbf1 Rc3 29. Rd2 Ree3 30. f4 h5 31. Rff2 h4 32. Rd3 Rexd3 33. cxd3 Rc1+ 34. Kg2 Ra1 35. Re2 Rb1 36. Re7+ Kf6 37. Rxc7 a5 38. Rc6+ Kf5 39. d5 hxg3 40. hxg3 Rd1 41. Rc3 Rd2+ 42. Kh3 Rxa2 43. d6 b5 44. d7 b4 45. d8=Q bxc3 46. Qd7+ Kf6 47. Qd5 Re2 48. d4 c2 49. Qe5+ Rxe5 50. dxe5+ Ke6 51. Kh4 c1=Q 52. Kg4 Qc3 53. Kg5 Qd3 54. Kh6 Qf5 55. Kg7 g5 0-1,1.0,W,Worst Player,1690,sanso1999,5,Scandinavian (Centre Counter),INT
27,Rated Bullet,2021-02-12 23:40:00,Adam16919886,santificex,1-0,1677,1696,6,-6,Standard,60+0,A00,Time forfeit, g3 e5 3. Nf3 d4 4. Bg2 Nc6 5. O-O Nf6 6. c3 dxc3 7. Nxc3 Bb4 8. Bd2 O-O 9. a3 Bxc3 10. bxc3 Bg4 11. Be3 Bxf3 12. Bxf3 a6 13. Qd2 Ne7 14. Bg5 Ng6 15. Rfd1 Rb8 16. d4 exd4 17. cxd4 b5 18. e4 Re8 19. e5 h6 20. exf6 hxg5 21. fxg7 Kxg7 22. d5 Ne5 23. Qd4 f6 24. Bh5 Kh6 25. Bg4 Nxg4 26. Qxg4 Kg6 27. Rd2 Re5 28. Rad1 c6 29. Qf3 cxd5 30. Rxd5 Rxd5 31. Rxd5 Qa5 32. Qd3+ Kf7 33. Rd7+ Ke6 34. Qd6+ Kf5 35. Qd5+ Kg4 36. h3+ Kh5 37. Qg2 Qe1+ 38. Qf1 Qxf1+ 39. Kxf1 Re8 40. Rh7+ Kg6 41. Rh8 Rxh8 42. Kg2 1-0,0.0,L,Worst Player,1696,Adam16919886,-6,Start position,INT
28,Rated Bullet,2021-02-12 23:38:00,santificex,ba2n,1-0,1690,1700,6,-6,Standard,60+0,A40,Time forfeit, c4 d6 3. Nf3 Nc6 4. g3 e5 5. Bg2 e4 6. Nfd2 f5 7. O-O d5 8. f3 Be6 9. fxe4 dxe4 10. Nc3 g6 11. e3 Bf7 12. Nb5 a6 13. Nc3 Bb4 14. a3 Bxc3 15. bxc3 Nce7 16. d5 Qd6 17. a4 Nf6 18. Ba3 Ng4 19. Bxd6 cxd6 20. Rb1 Ne5 21. Rxb7 O-O 22. Nb3 Rfe8 23. c5 dxc5 24. Nxc5 Nxd5 25. g4 Nxe3 26. Qe2 Nxf1 27. Qxf1 Nxg4 28. Bxe4 Re5 29. Bxf5 Rae8 30. Bxg4 Re1 31. Qxe1 Rxe1+ 32. Kg2 Bc4 33. Rb8+ Kg7 34. Ne6+ Kh6 35. Nf4 Kg5 36. h3 Kxf4 37. Rc8 Kg5 38. Rxc4 1-0,1.0,W,Better Player,1690,ba2n,6,Queen's Pawn Game,INT
29,Rated Bullet,2021-02-12 23:36:00,dredxu,santificex,0-1,1732,1683,-7,7,Standard,60+0,A00,Time forfeit, e3 e5 3. Bd2 Nf6 4. Ne2 Nc6 5. f4 e4 6. Nbc3 Bb4 7. Qb1 O-O 8. h3 Bf5 9. g4 Be6 10. Bg2 a6 11. O-O Bxc3 12. Bxc3 b5 13. Qe1 b4 14. Bxb4 Nxb4 15. Qxb4 Rb8 16. Qc3 c6 17. b3 Qc7 18. Rad1 c5 19. Qd2 exd3 20. cxd3 c4 21. Rc1 Qd6 22. bxc4 dxc4 23. Nd4 Bd5 24. Nf5 Qc5 25. d4 Qb6 26. Bxd5 Nxd5 27. e4 c3 28. Rxc3 Nxc3 29. Qxc3 g6 30. Nh6+ Kg7 31. g5 Rbd8 32. Kg2 Qxd4 33. Qc7 Qd2+ 34. Rf2 Qd7 35. Qc3+ Qd4 36. Qc7 Qd7 37. Qc3+ Qd4 38. Qb3 Rb8 0-1,1.0,W,Better Player,1683,dredxu,7,Start position,INT
30,Rated Bullet,2021-02-12 23:32:00,santificex,acusmaticos,1/2-1/2,1684,1646,-1,0,Standard,60+0,D40,Time forfeit, c4 e6 3. Nf3 Nf6 4. Nc3 c5 5. e3 cxd4 6. exd4 dxc4 7. Bxc4 Be7 8. O-O O-O 9. Bb5 Nc6 10. Bxc6 bxc6 11. b4 Ba6 12. a4 Bxf1 13. Qxf1 Rb8 14. Bb2 Rxb4 15. Rb1 Rb8 16. Ne5 Qc7 17. d5 Nxd5 18. Nxd5 cxd5 19. Qd1 Bf6 20. Qd4 Rfc8 21. f4 a5 22. g4 h6 23. h4 Bxh4 24. Nd7 e5 25. Nxe5 Bf6 26. g5 hxg5 27. fxg5 Bxe5 28. Qh4 Rxb2 29. Rxb2 Qc1+ 30. Kg2 Qxb2+ 31. Kf3 Qc3+ 32. Kg4 Qd4+ 33. Kh5 Qxh4+ 34. Kxh4 Rc4+ 35. Kh5 Rxa4 36. g6 fxg6+ 37. Kxg6 Rf4 38. Kg5 1/2-1/2,0.5,D,Worst Player,1684,acusmaticos,-1,QGD: Semi-Tarrasch,INT
31,Rated Bullet,2021-02-12 23:30:00,arvg,santificex,1-0,1663,1690,7,-6,Standard,60+0,B01,Normal, exd5 Qxd5 3. d4 Qd8 4. Nc3 Nf6 5. Bg5 e6 6. Nf3 Nc6 7. Bd3 b6 8. O-O Bb7 9. Re1 Be7 10. Ne4 Qd5 11. Bxf6 Bxf6 12. Nxf6+ gxf6 13. c3 O-O-O 14. b4 e5 15. Be4 Qd6 16. a4 exd4 17. cxd4 Rhg8 18. b5 Nxd4 19. Bxb7+ Kxb7 20. Nxd4 Qd5 21. Qf3 Qxf3 22. Nxf3 Rg7 23. h3 Rdg8 24. Re7 f5 25. Nh4 h5 26. Rd1 a6 27. Rdd7 axb5 28. Rxc7+ Ka6 29. Ra7# 1-0,0.0,L,Worst Player,1690,arvg,-6,Scandinavian (Centre Counter),INT
32,Rated Bullet,2021-02-12 23:30:00,ostaz_dawly_kabeer,santificex,0-1,1706,1684,-6,6,Standard,60+0,B01,Normal, exd5 Qxd5 3. Nc3 Qd8 4. d4 Nf6 5. Be3 Nc6 6. Nge2 e6 7. Ng3 Bb4 8. Be2 Bxc3+ 9. bxc3 O-O 10. O-O b6 11. Qd2 Bb7 12. Bg5 Rc8 13. Ne4 h6 14. Nxf6+ gxf6 15. Bh4 Qd5 16. Qxh6 Nxd4 17. Bf3 Nxf3+ 18. gxf3 Qxf3 19. Qg5+ fxg5 20. Bxg5 Qg2# 0-1,1.0,W,Better Player,1684,ostaz_dawly_kabeer,6,Scandinavian (Centre Counter),INT
33,Rated Bullet,2021-02-12 23:28:00,santificex,frootlooops,0-1,1689,1710,-5,6,Standard,60+0,A40,Time forfeit, c4 exd4 3. Qxd4 Nc6 4. Qd1 Be7 5. Nf3 Nf6 6. e3 O-O 7. Be2 d6 8. O-O Bg4 9. h3 Qd7 10. hxg4 Qxg4 11. Nh2 Qg6 12. Bd3 Ne4 13. Bxe4 Qxe4 14. Qf3 Qxf3 15. Nxf3 Bf6 16. a3 Ne5 17. Ra2 Nxf3+ 18. gxf3 Rfe8 19. e4 c5 20. Bf4 a6 21. Bxd6 Rad8 22. Bxc5 b6 23. Bxb6 Rd6 24. Bc5 Rc6 25. Be3 h6 26. b3 Kh7 27. Nd2 Be5 28. f4 Bc3 29. Nf3 Ree6 30. Rc2 Rg6+ 31. Kh2 Bf6 32. Ne5 Bxe5 33. fxe5 Rce6 34. Bf4 Rg4 35. Rg1 Rxf4 36. f3 Rxf3 37. Rcg2 g5 38. Rg3 Rxg3 39. Rxg3 Rxe5 40. Re3 Rc5 41. Kg3 a5 42. Kg4 f6 43. a4 Kg6 44. e5 Rc6 45. e6 Rc8 46. e7 Re8 47. Re6 Kf7 48. Kf5 Rxe7 49. Rxe7+ Kxe7 50. c5 Kd7 51. Kxf6 h5 52. Kxg5 h4 53. Kxh4 Kc6 54. Kg4 Kxc5 55. Kf5 Kb4 0-1,0.0,L,Better Player,1689,frootlooops,-5,Queen's Pawn Game,INT
34,Rated Bullet,2021-02-12 23:26:00,soplica05,santificex,1-0,1698,1695,6,-6,Standard,60+0,A01,Normal, Bb2 e5 3. h4 d4 4. e3 dxe3 5. fxe3 Nc6 6. Bb5 Be6 7. Qf3 Nf6 8. Bxc6+ bxc6 9. Qxc6+ Bd7 10. Qf3 Bb4 11. Nc3 c5 12. O-O-O Bxc3 13. Bxc3 c4 14. Bb2 cxb3 15. axb3 a5 16. Ne2 a4 17. bxa4 Bxa4 18. Nc3 Bc6 19. Qxc6+ Qd7 20. Qxa8+ Ke7 21. Ba3+ Ke6 22. Qxh8 h6 23. Qxg7 Nd5 24. Qxh6+ Kf5 25. Qg5+ Ke6 26. Nxd5 Qxd5 27. Bb2 Qb5 28. Rhf1 e4 29. Qf6+ Kd7 30. Qxf7+ Kc6 31. Qf6+ Kb7 32. Qf7+ Ka6 33. Rf6+ Ka5 34. Rf5 Qxf5 35. Qxf5+ Kb4 36. Qxe4+ Kc5 37. Qd3 Kb4 38. Bc3+ Kc5 39. Rf1 Kc6 40. Rf4 Kc5 41. Qf5+ Kd6 42. Qg6+ Kd5 43. Rf5+ Ke4 44. Qg4# 1-0,0.0,L,Better Player,1695,soplica05,-6,Nimzowitsch-Larsen Attack,INT
35,Rated Bullet,2021-02-12 23:24:00,nommenixnarreds,santificex,1-0,1720,1700,5,-5,Standard,60+0,B01,Time forfeit, exd5 Qxd5 3. Nc3 Qd8 4. Nf3 Nf6 5. Bc4 e6 6. d3 Bb4 7. Bd2 O-O 8. O-O Nc6 9. a3 Bxc3 10. Bxc3 a6 11. Ba2 b5 12. Ne5 Nxe5 13. Bxe5 Nd5 14. Qf3 f6 15. Bxd5 exd5 16. Bd4 Bb7 17. Rae1 Rc8 18. Bc5 d4 19. Qf5 Re8 20. Rxe8+ Qxe8 21. Bxd4 c5 22. Be3 g6 23. Qg4 f5 24. Qg3 Qf8 25. Bf4 Re8 26. Bd6 Re6 27. Bxf8 Kxf8 28. Qb8+ Kf7 29. Qxb7+ Re7 30. Qd5+ 1-0,0.0,L,Better Player,1700,nommenixnarreds,-5,Scandinavian (Centre Counter),INT
36,Rated Bullet,2021-02-12 23:22:00,santificex,Kobydog,0-1,1706,1712,-6,6,Standard,60+0,A40,Normal, c4 e4 3. e3 f5 4. Nc3 Nf6 5. f3 Nh5 6. fxe4 Qh4+ 7. g3 Nxg3 8. hxg3 Qxg3+ 9. Kd2 Bb4 10. Qh5+ g6 11. exf5 Bxc3+ 12. bxc3 gxh5 13. Rxh5 Qf2+ 14. Ne2 d6 15. Bh3 Nc6 16. Ba3 Bd7 17. d5 Ne5 18. f6 Nxc4+ 19. Kd3 Nxa3 20. Bxd7+ Kxd7 21. f7 Rhf8 22. Rxh7 Qf5+ 23. e4 Qxh7 24. Nf4 Rxf7 25. Rf1 Re8 26. Kd4 Qxe4# 0-1,0.0,L,Better Player,1706,Kobydog,-6,Queen's Pawn Game,INT
37,Rated Bullet,2021-02-12 23:18:00,santificex,danischior,0-1,1711,1709,-5,6,Standard,60+0,D07,Time forfeit, c4 dxc4 3. Nf3 Nc6 4. Nc3 Bg4 5. e3 e6 6. Bxc4 e5 7. h3 Bh5 8. dxe5 Bxf3 9. gxf3 Nxe5 10. Qxd8+ Rxd8 11. O-O Nxf3+ 12. Kg2 Ne5 13. Bb3 Bd6 14. f4 Nd3 15. Bd2 Nc5 16. e4 Nxb3 17. axb3 Ne7 18. Rxa7 b6 19. e5 Bc5 20. Ne4 Nd5 21. Bc3 Ne3+ 22. Kf3 Nxf1 23. Ng5 Nd2+ 24. Bxd2 Rxd2 25. Ra8+ Rd8 26. Ra7 O-O 27. f5 h6 28. Ne4 Rd3+ 29. Kf4 Rfd8 30. e6 Bd6+ 31. Kg4 fxe6 32. fxe6 Rd4 33. Kf5 Re8 34. Nxd6 cxd6 35. Rd7 d5 36. e7 Re4 37. Rd8 Kf7 38. Rxe8 Kxe8 39. Kg6 Kxe7 40. Kxg7 Re2 41. Kxh6 Rxb2 42. Kg5 Rxb3 43. h4 Rh3 44. h5 Rxh5+ 45. Kxh5 d4 46. Kg4 d3 47. Kf3 d2 48. Ke2 Kd6 49. Kxd2 Kc5 50. Kc3 Kb5 51. Kb3 Kc5 52. Kc3 b5 53. Kb3 Kb6 0-1,0.0,L,Worst Player,1711,danischior,-5,QGD: Chigorin Defence,INT
38,Rated Bullet,2021-02-12 23:16:00,PaperBowser,santificex,0-1,1728,1705,-6,6,Standard,60+0,A03,Time forfeit, f4 dxe4 3. Nc3 f5 4. Nge2 Nc6 5. Ng3 e6 6. d3 Qe7 7. dxe4 fxe4 8. Ngxe4 Bd7 9. Be2 O-O-O 10. Bd2 e5 11. O-O Nf6 12. Qe1 Nxe4 13. Nxe4 Nd4 14. Bd3 exf4 15. Bxf4 Bg4 16. h3 Bf5 17. Ng3 Qxe1 18. Raxe1 Bxd3 19. cxd3 Bc5 20. Be3 Nc2 21. Bxc5 Nxe1 22. Rxe1 b6 23. Be7 Rde8 24. Bb4 Rxe1+ 25. Bxe1 Kb7 26. Kf2 Rf8+ 27. Ke2 g6 28. Ne4 Re8 29. Bg3 c5 30. Ke3 b5 31. Bd6 Kc6 32. Bxc5 Kd5 33. Bd4 h5 34. a3 a5 35. g3 a4 36. h4 Rf8 37. Bc3 Rf1 38. Ke2 Rf8 39. Ke3 Kc6 40. Ke2 Re8 41. Ke3 Kb6 42. Kf4 Kc6 43. Ke3 b4 44. Ke2 bxc3 45. bxc3 Kd5 46. Ke3 Rc8 47. Kd2 Rb8 48. c4+ Kd4 49. Nf2 Rb3 50. Nh3 Rxa3 51. Nf4 Rxd3+ 0-1,1.0,W,Better Player,1705,PaperBowser,6,Bird: 1...d5,INT
39,Rated Bullet,2021-02-12 23:14:00,santificex,kill-alfil,1-0,1699,1722,6,-6,Standard,60+0,A40,Time forfeit, c4 Bb7 3. Nf3 e6 4. e3 Bb4+ 5. Nc3 Be7 6. Be2 Nf6 7. O-O d5 8. b4 c5 9. bxc5 bxc5 10. cxd5 Nxd5 11. dxc5 Bxc5 12. Nxd5 Bxd5 13. Bb5+ Nc6 14. a4 O-O 15. Bxc6 Bxc6 16. Qxd8 Raxd8 17. Bb2 Bxf3 18. gxf3 Rb8 19. Be5 Rbc8 20. Kh1 f6 21. Bc3 Rfd8 22. Rg1 Rd5 23. e4 Rh5 24. a5 e5 25. Rac1 Rd8 26. Bb2 Bd4 27. Bxd4 exd4 28. Rcd1 d3 29. Rg3 Rxa5 30. f4 d2 31. Kg2 Rc5 32. Rb3 Rc1 33. Rxd2 Rxd2 34. Rb8+ Kf7 35. Rb7+ Kg6 36. Rxa7 Rc3 37. f5+ Kg5 38. Rxg7+ Kf4 39. Rxh7 Rcc2 40. Rh4+ Ke5 41. Kg3 Rxf2 42. Rh8 Rg2+ 43. Kf3 Rgf2+ 44. Kg3 1-0,1.0,W,Better Player,1699,kill-alfil,6,Queen's Pawn Game,INT
40,Rated Bullet,2021-02-12 23:12:00,AytajTuran,santificex,1-0,1733,1704,6,-5,Standard,60+0,D00,Time forfeit, Nc3 e5 3. Nf3 exd4 4. Qxd4 Nc6 5. Qxd5 Qxd5 6. Nxd5 Nf6 7. Nxc7+ Kd7 8. Nxa8 Bb4+ 9. Bd2 Bxd2+ 10. Kxd2 Ke6 11. Rd1 Rd8+ 12. Kc1 Rxd1+ 13. Kxd1 Nb4 14. Nc7+ Ke7 15. Nb5 Nxa2 16. e3 Nb4 17. Bc4 Ne4 18. Ke2 Nxc2 19. Nxa7 Bg4 20. h3 Bxf3+ 21. gxf3 Nc5 22. Nb5 Nb4 23. Rd1 Nc6 24. Nc3 Ne6 25. Bxe6 fxe6 26. Ne4 Ne5 27. Rc1 Kf7 28. Rc7+ Kg6 29. Rxb7 Nc4 30. Rb4 Ne5 31. f4 Nf7 32. Rb7 e5 33. Rxf7 Kxf7 34. Nd6+ Ke6 35. fxe5 Kxe5 36. Ne8 g6 37. Ng7 Kf6 38. Ne8+ Kf7 39. Nc7 Kf6 40. b4 Ke7 41. b5 Kd6 42. b6 Kc6 43. Ne6 Kxb6 44. Ng5 Kc5 45. Nxh7 g5 46. Nf8 Kd5 47. Ne6 Ke5 48. Nxg5 Kf5 49. Nf3 Ke4 50. h4 Kf5 51. h5 Kf6 52. h6 Kg6 53. h7 Kxh7 54. Kd3 Kg6 55. Kd4 Kf5 56. Kd5 1-0,0.0,L,Better Player,1704,AytajTuran,-5,Queen's Pawn Game,INT
41,Rated Bullet,2021-02-12 23:10:00,santificex,LangeRochade,0-1,1709,1778,-5,4,Standard,60+0,D24,Normal, c4 dxc4 3. Nf3 Nf6 4. Nc3 Bf5 5. e3 e6 6. Bxc4 Bb4 7. O-O a6 8. a3 Bxc3 9. bxc3 O-O 10. a4 h6 11. Ba3 Nc6 12. Bxf8 Kxf8 13. e4 Bxe4 14. Ne5 Nxe5 15. dxe5 Ng4 16. f3 Nxe5 17. Qxd8+ Rxd8 18. Bb3 Bd3 19. Rfd1 Ke7 20. Rac1 Bg6 21. Rxd8 Kxd8 22. Kf2 Ke7 23. g3 Nd3+ 24. Ke3 Nxc1 25. f4 Nxb3 26. g4 Nc5 27. h4 Nxa4 28. Kd4 Bc2 29. Ke5 b5 30. f5 f6+ 31. Kf4 exf5 32. gxf5 Nxc3 33. h5 Nd5+ 34. Kg4 Ne3+ 35. Kf4 Nxf5 36. Kg4 Ke6 37. Kf4 a5 38. Kf3 a4 39. Ke2 b4 40. Kd2 b3 41. Kc3 a3 42. Kb4 a2 43. Kc3 Ke5 44. Kb2 Kf4 45. Ka1 Kg5 46. Kb2 Kxh5 47. Kc1 Kg5 48. Kb2 h5 49. Ka3 h4 50. Kb4 h3 51. Kc5 h2 52. Kc6 h1=Q+ 53. Kxc7 Qd5 54. Kb6 Be4 55. Kc7 Qc6+ 56. Kd8 Qb7 57. Ke8 Qe7# 0-1,0.0,L,Better Player,1709,LangeRochade,-5,QGA: 4.Nc3,INT
42,Rated Bullet,2021-02-12 23:08:00,santificex,omarh123,0-1,1715,1714,-6,6,Standard,60+0,D45,Normal, c4 c6 3. Nf3 Nf6 4. Nc3 e6 5. e3 Bd7 6. Be2 Be7 7. O-O O-O 8. Bd2 c5 9. dxc5 Bxc5 10. cxd5 exd5 11. e4 dxe4 12. Ne5 Be6 13. Kh1 Nc6 14. Nxc6 bxc6 15. f3 e3 16. Bc1 Qxd1 17. Rxd1 Rad8 18. Rxd8 Rxd8 19. b4 Bxb4 20. Ne4 Bd2 21. Bxd2 exd2 22. Rd1 Nxe4 23. fxe4 Bxa2 24. Bd3 Rxd3 25. h3 Bb3 26. Rb1 d1=R+ 27. Rxd1 Rxd1+ 28. Kh2 Rd2 29. Kg3 Bd1 30. Kf4 Rxg2 31. e5 Re2 32. Kf5 f6 33. e6 Kf8 34. h4 Ke7 35. h5 Rxe6 36. h6 Re5+ 37. Kf4 gxh6 38. Kg3 a5 39. Kf4 a4 40. Kg3 a3 41. Kf2 a2 42. Kf1 a1=Q 43. Kf2 Qb2+ 44. Kg3 Qc3+ 45. Kf4 Qd4+ 46. Kg3 Re3+ 47. Kf2 Qd2+ 48. Kf1 Re1# 0-1,0.0,L,Worst Player,1715,omarh123,-6,Semi-Slav: 5.e3,INT
43,Rated Bullet,2021-02-12 23:06:00,northstarss,santificex,1-0,1707,1721,6,-6,Standard,60+0,B01,Normal, Nc3 d4 3. Nce2 e5 4. d3 c5 5. f4 Nf6 6. fxe5 Nfd7 7. e6 fxe6 8. Ng3 Nf6 9. Be2 Bd6 10. Bg5 Bxg3+ 11. hxg3 Nc6 12. Bh5+ g6 13. Bg4 Bd7 14. Qf3 O-O 15. Bh6 Rf7 16. Nh3 Ne5 17. Qe2 c4 18. Ng5 Nexg4 19. Nxf7 Qb6 20. O-O-O Kxf7 21. Bg5 cxd3 22. Qxd3 Rc8 23. Bxf6 Ba4 24. Rxh7+ Kxf6 25. Rd2 Ne5 26. Qf1+ Kg5 27. Qf4# 1-0,0.0,L,Worst Player,1721,northstarss,-6,Scandinavian (Centre Counter),INT
44,Rated Bullet,2021-02-12 23:04:00,santificex,tusharmurali,1/2-1/2,1720,1744,1,-2,Standard,60+0,D38,Normal, c4 e6 3. Nf3 Nf6 4. Nc3 Bb4 5. e3 Nc6 6. Be2 O-O 7. O-O Bd7 8. Bd2 Re8 9. a3 Bxc3 10. Bxc3 dxc4 11. Bxc4 Rc8 12. b4 b6 13. b5 Na5 14. Bxa5 bxa5 15. a4 c6 16. Ne5 cxb5 17. Bxb5 Bxb5 18. axb5 Qb6 19. Re1 Qxb5 20. Qe2 Qxe2 21. Rxe2 Ne4 22. h3 Nc3 23. Rc2 Nd5 24. Rxc8 Rxc8 25. Rxa5 f6 26. Nd7 Kf7 27. Rxa7 Nb6 28. Nxb6+ Ke8 29. Nxc8 Kd8 30. Nd6 e5 31. dxe5 fxe5 32. Rxg7 e4 33. Rxh7 1/2-1/2,0.5,D,Better Player,1720,tusharmurali,1,QGD: Ragozin,INT
45,Rated Bullet,2021-02-12 23:04:00,santificex,EsleyGC,1-0,1715,1704,5,-6,Standard,60+0,D30,Normal, c4 e6 3. Nf3 Nf6 4. e3 c5 5. Be2 cxd4 6. exd4 dxc4 7. Nc3 b5 8. O-O a6 9. Re1 Bb4 10. Bd2 Bxc3 11. Bxc3 Ne4 12. Qc2 Bb7 13. b3 Nxc3 14. Qxc3 O-O 15. bxc4 bxc4 16. Bxc4 Bxf3 17. gxf3 Qg5+ 18. Kh1 Nd7 19. Rg1 Qf4 20. d5 Ne5 21. Rae1 Nxc4 22. Qxg7# 1-0,1.0,W,Worst Player,1715,EsleyGC,5,Queen's Gambit Declined,INT
46,Rated Bullet,2021-02-12 23:00:00,AlexandreBlanchette,santificex,0-1,1645,1710,-5,5,Standard,60+0,A00,Time forfeit, Bg2 e5 3. d3 f5 4. f3 e4 5. e3 Nf6 6. dxe4 fxe4 7. fxe4 dxe4 8. Nc3 Qxd1+ 9. Nxd1 Nc6 10. Bd2 Bg4 11. h3 Bxd1 12. Rxd1 O-O-O 13. g4 Bd6 14. Ne2 g5 15. Kf1 Rhf8 16. a3 Nxg4+ 17. Kg1 Nge5 18. Bxe4 h5 19. Rf1 Rxf1+ 20. Kxf1 g4 21. h4 Rf8+ 22. Ke1 Nf3+ 23. Kd1 Nxd2 24. Kxd2 Ne5 25. c3 Nf3+ 26. Kc2 b6 27. Nd4 Nxd4+ 28. cxd4 c5 29. Kd3 cxd4 30. Kxd4 Kc7 31. Rc1+ Bc5+ 32. Kd3 Rd8+ 33. Ke2 Rf8 34. Bh1 g3 35. Bg2 Rf2+ 36. Ke1 Kd6 37. b4 Bxe3 0-1,1.0,W,Worst Player,1710,AlexandreBlanchette,5,Start position,INT
47,Rated Bullet,2021-02-12 22:58:00,santificex,nogod2,0-1,1716,1709,-6,6,Standard,60+0,D25,Normal,. c4 d5 3. e3 dxc4 4. Nf3 Bg4 5. Be2 Bf5 6. Nc3 e6 7. O-O Bb4 8. Bxc4 Bxc3 9. bxc3 Ne4 10. Qa4+ Nd7 11. Ba3 Nxc3 12. Qb4 Ne4 13. Ne5 a5 14. Qe1 c6 15. Rd1 b5 16. Bb3 b4 17. Bb2 O-O 18. Nxc6 Qh4 19. Ne7+ Kh8 20. Nxf5 exf5 21. g3 Qh3 22. Bd5 Ndf6 23. Bxe4 fxe4 24. f4 Ng4 25. Qe2 Rac8 26. Rc1 h6 27. Qg2 Qh5 28. Rxc8 Rxc8 29. d5 Nxe3 30. Qf2 Nxf1 31. Qxf1 Rc2 32. Be5 Qxh2# 0-1,0.0,L,Worst Player,1716,nogod2,-6,QGA: 4.e3,INT
